itemid,modifier,name,url
14125,2032,Ritual Leggings of Healing,https://classic.wowhead.com/item=14125
5633,,Great Rage Potion,https://classic.wowhead.com/item=5633
863,1188,Gloom Reaper of the Bear,https://classic.wowhead.com/item=863
12047,1018,Spectral Necklace of the Whale,https://classic.wowhead.com/item=12047
1204,,The Green Tower,https://classic.wowhead.com/item=1204
9872,1197,Renegade Pauldrons of the Bear,https://classic.wowhead.com/item=9872
3201,1110,Barbarian War Axe of the Boar,https://classic.wowhead.com/item=3201
6558,2028,Bard's Belt of Healing,https://classic.wowhead.com/item=6558
15479,19,Charger's Armor of Stamina,https://classic.wowhead.com/item=15479
15232,676,Hacking Cleaver of the Tiger,https://classic.wowhead.com/item=15232
9155,,Arcane Elixir,https://classic.wowhead.com/item=9155
9902,699,Jazeraint Helm of the Tiger,https://classic.wowhead.com/item=9902
1814,,Battered Mallet,https://classic.wowhead.com/item=1814
15132,848,Cutthroat's Armguards of the Eagle,https://classic.wowhead.com/item=15132
9847,764,Conjurer's Cloak of the Owl,https://classic.wowhead.com/item=9847
3199,1191,Battle Slayer of the Bear,https://classic.wowhead.com/item=3199
15530,1190,Sentry's Shield of the Bear,https://classic.wowhead.com/item=15530
7053,,Azure Silk Cloak,https://classic.wowhead.com/item=7053
15116,848,Rigid Shoulders of the Eagle,https://classic.wowhead.com/item=15116
6558,25,Bard's Belt of Intellect,https://classic.wowhead.com/item=6558
2657,,Red Leather Bag,https://classic.wowhead.com/item=2657
9786,1011,Raider's Cloak of the Whale,https://classic.wowhead.com/item=9786
9868,687,Renegade Gauntlets of the Tiger,https://classic.wowhead.com/item=9868
6578,594,Defender Leggings of the Monkey,https://classic.wowhead.com/item=6578
15248,848,Gleaming Claymore of the Eagle,https://classic.wowhead.com/item=15248
7412,853,Infiltrator Gloves of the Eagle,https://classic.wowhead.com/item=7412
9829,1016,Scaled Leather Bracers of the Whale,https://classic.wowhead.com/item=9829
15250,219,Glimmering Flamberge of Strength,https://classic.wowhead.com/item=15250
7448,1025,Sentinel Girdle of the Whale,https://classic.wowhead.com/item=7448
15248,154,Gleaming Claymore of Stamina,https://classic.wowhead.com/item=15248
4566,1877,Sturdy Quarterstaff of Fiery Wrath,https://classic.wowhead.com/item=4566
7532,610,Cabalist Spaulders of the Monkey,https://classic.wowhead.com/item=7532
9904,861,Jazeraint Pauldrons of the Eagle,https://classic.wowhead.com/item=9904
7108,15,Infantry Shield of Stamina,https://classic.wowhead.com/item=7108
10404,2034,Durable Belt of Healing,https://classic.wowhead.com/item=10404
8178,672,Training Sword of the Tiger,https://classic.wowhead.com/item=8178
12008,508,Savannah Ring of the Wolf,https://classic.wowhead.com/item=12008
3204,,Deepwood Bracers,https://classic.wowhead.com/item=3204
9869,601,Renegade Belt of the Monkey,https://classic.wowhead.com/item=9869
8498,,Tiny Emerald Whelpling,https://classic.wowhead.com/item=8498
7976,,Plans: Mithril Shield Spike,https://classic.wowhead.com/item=7976
9771,848,Greenweave Gloves of the Eagle,https://classic.wowhead.com/item=9771
4570,841,Birchwood Maul of the Eagle,https://classic.wowhead.com/item=4570
1744,,Laced Mail Shoulderpads,https://classic.wowhead.com/item=1744
9863,187,Archer's Shoulderpads of Stamina,https://classic.wowhead.com/item=9863
3197,691,Stonecutter Claymore of the Tiger,https://classic.wowhead.com/item=3197
8274,,Valorous Chestguard,https://classic.wowhead.com/item=8274
4312,,Soft-soled Linen Boots,https://classic.wowhead.com/item=4312
7414,438,Infiltrator Pants of the Falcon,https://classic.wowhead.com/item=7414
15487,1185,War Torn Tunic of the Bear,https://classic.wowhead.com/item=15487
12008,236,Savannah Ring of the Falcon,https://classic.wowhead.com/item=12008
7431,781,Twilight Pants of the Owl,https://classic.wowhead.com/item=7431
6592,1196,Battleforge Armor of the Bear,https://classic.wowhead.com/item=6592
14171,851,Buccaneer's Pants of the Eagle,https://classic.wowhead.com/item=14171
15121,596,Robust Boots of the Monkey,https://classic.wowhead.com/item=15121
6538,1018,Willow Robe of the Whale,https://classic.wowhead.com/item=6538
15234,155,Greater Scythe of Strength,https://classic.wowhead.com/item=15234
9810,1103,Fortified Boots of the Boar,https://classic.wowhead.com/item=9810
7406,597,Infiltrator Cord of the Monkey,https://classic.wowhead.com/item=7406
14181,852,Watcher's Handwraps of the Eagle,https://classic.wowhead.com/item=14181
15932,754,Disciple's Stein of the Owl,https://classic.wowhead.com/item=15932
9861,855,Archer's Gloves of the Eagle,https://classic.wowhead.com/item=9861
6587,850,Scouting Trousers of the Eagle,https://classic.wowhead.com/item=6587
5082,,Thin Kodo Leather,https://classic.wowhead.com/item=5082
6571,114,Scouting Buckler of Stamina,https://classic.wowhead.com/item=6571
3187,680,Sacrificial Kris of the Tiger,https://classic.wowhead.com/item=3187
2632,1989,Curved Dagger of Nature's Wrath,https://classic.wowhead.com/item=2632
14171,1021,Buccaneer's Pants of the Whale,https://classic.wowhead.com/item=14171
15248,678,Gleaming Claymore of the Tiger,https://classic.wowhead.com/item=15248
7476,522,Regal Sash of the Wolf,https://classic.wowhead.com/item=7476
873,,Staff of Jordan,https://classic.wowhead.com/item=873
2868,,Patterned Bronze Bracers,https://classic.wowhead.com/item=2868
15523,935,Spiked Chain Shoulder Pads of the Gorilla,https://classic.wowhead.com/item=15523
15308,1098,Feral Cord of the Boar,https://classic.wowhead.com/item=15308
6585,1012,Scouting Cloak of the Whale,https://classic.wowhead.com/item=6585
15552,681,Thick Scale Shield of the Tiger,https://classic.wowhead.com/item=15552
15232,591,Hacking Cleaver of the Monkey,https://classic.wowhead.com/item=15232
9870,1202,Renegade Circlet of the Bear,https://classic.wowhead.com/item=9870
15012,758,Lupine Slippers of the Owl,https://classic.wowhead.com/item=15012
7360,,Pattern: Dark Leather Gloves,https://classic.wowhead.com/item=7360
15510,1184,Grunt's Belt of the Bear,https://classic.wowhead.com/item=15510
4570,1097,Birchwood Maul of the Boar,https://classic.wowhead.com/item=4570
5540,,Pearl-handled Dagger,https://classic.wowhead.com/item=5540
9820,854,Durable Boots of the Eagle,https://classic.wowhead.com/item=9820
766,,Flanged Mace,https://classic.wowhead.com/item=766
8747,,Hardened Leather Helm,https://classic.wowhead.com/item=8747
15014,1952,Lupine Buckler of Frozen Wrath,https://classic.wowhead.com/item=15014
9803,111,Superior Bracers of Agility,https://classic.wowhead.com/item=9803
14094,1838,Beaded Wraps of Shadow Wrath,https://classic.wowhead.com/item=14094
9801,850,Superior Belt of the Eagle,https://classic.wowhead.com/item=9801
3430,676,Sniper Rifle of the Tiger,https://classic.wowhead.com/item=3430
13102,,Cassandra's Grace,https://classic.wowhead.com/item=13102
15118,168,Rigid Tunic of Agility,https://classic.wowhead.com/item=15118
10289,2039,Durable Hat of Healing,https://classic.wowhead.com/item=10289
15249,512,Polished Zweihander of the Wolf,https://classic.wowhead.com/item=15249
6563,757,Shimmering Bracers of the Owl,https://classic.wowhead.com/item=6563
15534,1109,Wicked Chain Boots of the Boar,https://classic.wowhead.com/item=15534
13065,,Wand of Allistarj,https://classic.wowhead.com/item=13065
12008,1751,Savannah Ring of Eluding,https://classic.wowhead.com/item=12008
15538,1191,Wicked Chain Gauntlets of the Bear,https://classic.wowhead.com/item=15538
7369,1033,Elder's Robe of the Whale,https://classic.wowhead.com/item=7369
2080,132,Hillborne Axe of Agility,https://classic.wowhead.com/item=2080
9872,1114,Renegade Pauldrons of the Boar,https://classic.wowhead.com/item=9872
14122,840,Ritual Bands of the Eagle,https://classic.wowhead.com/item=14122
8178,1010,Training Sword of the Whale,https://classic.wowhead.com/item=8178
3187,1554,Sacrificial Kris of Power,https://classic.wowhead.com/item=3187
6583,28,Scouting Bracers of Spirit,https://classic.wowhead.com/item=6583
15231,677,Splitting Hatchet of the Tiger,https://classic.wowhead.com/item=15231
1787,,Patched Leather Belt,https://classic.wowhead.com/item=1787
9768,2030,Greenweave Bracers of Healing,https://classic.wowhead.com/item=9768
15145,851,Ghostwalker Buckler of the Eagle,https://classic.wowhead.com/item=15145
12227,,Recipe: Lean Wolf Steak,https://classic.wowhead.com/item=12227
14158,1846,Pagan Vest of Shadow Wrath,https://classic.wowhead.com/item=14158
7457,1198,Knight's Gauntlets of the Bear,https://classic.wowhead.com/item=7457
14166,1878,Buccaneer's Bracers of Fiery Wrath,https://classic.wowhead.com/item=14166
6605,768,Dervish Gloves of the Owl,https://classic.wowhead.com/item=6605
15496,,Bloodspattered Shoulder Pads,https://classic.wowhead.com/item=15496
6268,26,Pioneer Tunic of Intellect,https://classic.wowhead.com/item=6268
3193,848,Oak Mallet of the Eagle,https://classic.wowhead.com/item=3193
15485,842,War Torn Pants of the Eagle,https://classic.wowhead.com/item=15485
11984,1017,Cobalt Ring of the Whale,https://classic.wowhead.com/item=11984
6583,18,Scouting Bracers of Agility,https://classic.wowhead.com/item=6583
8142,,Chromite Barbute,https://classic.wowhead.com/item=8142
6558,756,Bard's Belt of the Owl,https://classic.wowhead.com/item=6558
15347,1192,Pathfinder Belt of the Bear,https://classic.wowhead.com/item=15347
14723,,War Paint Bindings,https://classic.wowhead.com/item=14723
3189,,Wood Chopper,https://classic.wowhead.com/item=3189
4296,,Pattern: Dark Leather Shoulders,https://classic.wowhead.com/item=4296
4087,505,Trueshot Bow of the Wolf,https://classic.wowhead.com/item=4087
1454,,Axe of the Enforcer,https://classic.wowhead.com/item=1454
14109,114,Native Robe of Stamina,https://classic.wowhead.com/item=14109
15243,591,Deadly Kris of the Monkey,https://classic.wowhead.com/item=15243
6614,1880,Sage's Cloak of Fiery Wrath,https://classic.wowhead.com/item=6614
9787,1100,Raider's Gauntlets of the Boar,https://classic.wowhead.com/item=9787
15525,1108,Sentry's Slippers of the Boar,https://classic.wowhead.com/item=15525
15015,,Lupine Cloak,https://classic.wowhead.com/item=15015
7435,858,Twilight Mantle of the Eagle,https://classic.wowhead.com/item=7435
4079,,Chief Brigadier Leggings,https://classic.wowhead.com/item=4079
14408,,Stonecloth Boots,https://classic.wowhead.com/item=14408
14205,1022,Thistlefur Belt of the Whale,https://classic.wowhead.com/item=14205
3740,1181,Decapitating Sword of the Bear,https://classic.wowhead.com/item=3740
14906,1203,Brutish Belt of the Bear,https://classic.wowhead.com/item=14906
15312,1805,Feral Leggings of Arcane Wrath,https://classic.wowhead.com/item=15312
1793,,Patched Leather Shoulderpads,https://classic.wowhead.com/item=1793
4567,1100,Merc Sword of the Boar,https://classic.wowhead.com/item=4567
6268,587,Pioneer Tunic of the Monkey,https://classic.wowhead.com/item=6268
6445,,Brittle Molting,https://classic.wowhead.com/item=6445
15018,152,Lupine Vest of Intellect,https://classic.wowhead.com/item=15018
15498,675,Outrunner's Slippers of the Tiger,https://classic.wowhead.com/item=15498
9861,1195,Archer's Gloves of the Bear,https://classic.wowhead.com/item=9861
15492,1010,Bloodspattered Sash of the Whale,https://classic.wowhead.com/item=15492
15306,26,Feral Bindings of Intellect,https://classic.wowhead.com/item=15306
3825,,Elixir of Fortitude,https://classic.wowhead.com/item=3825
15114,89,Rigid Cape of Defense,https://classic.wowhead.com/item=15114
7369,1964,Elder's Robe of Frozen Wrath,https://classic.wowhead.com/item=7369
7560,,Schematic: Gnomish Universal Remote,https://classic.wowhead.com/item=7560
11206,,Formula: Enchant Cloak - Lesser Agility,https://classic.wowhead.com/item=11206
4562,256,Severing Axe of the Wolf,https://classic.wowhead.com/item=4562
7451,,Pattern: Green Whelp Bracers,https://classic.wowhead.com/item=7451
14253,1033,Lunar Handwraps of the Whale,https://classic.wowhead.com/item=14253
15979,769,Embersilk Stave of the Owl,https://classic.wowhead.com/item=15979
14581,,Dokebi Chestguard,https://classic.wowhead.com/item=14581
15528,1103,Sentry's Sash of the Boar,https://classic.wowhead.com/item=15528
11995,932,Ivory Band of the Gorilla,https://classic.wowhead.com/item=11995
9783,676,Raider's Chestpiece of the Tiger,https://classic.wowhead.com/item=9783
15331,760,Wrangler's Wristbands of the Owl,https://classic.wowhead.com/item=15331
789,585,Stout Battlehammer of the Monkey,https://classic.wowhead.com/item=789
3196,1550,Edged Bastard Sword of Power,https://classic.wowhead.com/item=3196
2309,,Embossed Leather Boots,https://classic.wowhead.com/item=2309
4686,,Barbaric Cloth Cloak,https://classic.wowhead.com/item=4686
9769,505,Greenweave Branch of the Wolf,https://classic.wowhead.com/item=9769
6591,677,Battleforge Wristguards of the Tiger,https://classic.wowhead.com/item=6591
7411,132,Infiltrator Cloak of Agility,https://classic.wowhead.com/item=7411
14248,2036,Lunar Bindings of Healing,https://classic.wowhead.com/item=14248
15312,933,Feral Leggings of the Gorilla,https://classic.wowhead.com/item=15312
14945,1565,Warbringer's Legguards of Power,https://classic.wowhead.com/item=14945
13138,,The Silencer,https://classic.wowhead.com/item=13138
13126,,Battlecaller Gauntlets,https://classic.wowhead.com/item=13126
15340,111,Pathfinder Cloak of Agility,https://classic.wowhead.com/item=15340
5498,,Small Lustrous Pearl,https://classic.wowhead.com/item=5498
15329,763,Wrangler's Belt of the Owl,https://classic.wowhead.com/item=15329
6592,187,Battleforge Armor of Stamina,https://classic.wowhead.com/item=6592
9823,598,Durable Gloves of the Monkey,https://classic.wowhead.com/item=9823
15481,,War Torn Greaves,https://classic.wowhead.com/item=15481
9857,850,Archer's Bracers of the Eagle,https://classic.wowhead.com/item=9857
7420,1113,Phalanx Headguard of the Boar,https://classic.wowhead.com/item=7420
4055,,Insignia Boots,https://classic.wowhead.com/item=4055
14365,,Mystic's Cape,https://classic.wowhead.com/item=14365
4567,673,Merc Sword of the Tiger,https://classic.wowhead.com/item=4567
15306,22,Feral Bindings of Stamina,https://classic.wowhead.com/item=15306
6560,671,Soldier's Shield of the Tiger,https://classic.wowhead.com/item=6560
14163,852,Pagan Wraps of the Eagle,https://classic.wowhead.com/item=14163
7492,938,Captain's Cloak of the Gorilla,https://classic.wowhead.com/item=7492
9451,,Bubbling Water,https://classic.wowhead.com/item=9451
3185,,Acrobatic Staff of Intellect,https://classic.wowhead.com/item=3185
9764,584,Cadet Shield of the Monkey,https://classic.wowhead.com/item=9764
6267,16,Disciple's Pants of Spirit,https://classic.wowhead.com/item=6267
9799,1881,Ivycloth Sash of Fiery Wrath,https://classic.wowhead.com/item=9799
3185,863,Acrobatic Staff of the Eagle,https://classic.wowhead.com/item=3185
2868,,Patterned Bronze Bracers,https://classic.wowhead.com/item=2868
9771,764,Greenweave Gloves of the Owl,https://classic.wowhead.com/item=9771
2819,1550,Cross Dagger of Power,https://classic.wowhead.com/item=2819
15234,151,Greater Scythe of Agility,https://classic.wowhead.com/item=15234
15337,187,Wrangler's Wraps of Stamina,https://classic.wowhead.com/item=15337
1640,529,Monstrous War Axe of the Wolf,https://classic.wowhead.com/item=1640
9784,1100,Raider's Boots of the Boar,https://classic.wowhead.com/item=9784
12030,1193,Jet Chain of the Bear,https://classic.wowhead.com/item=12030
7411,765,Infiltrator Cloak of the Owl,https://classic.wowhead.com/item=7411
7407,2001,Infiltrator Armor of Nature's Wrath,https://classic.wowhead.com/item=7407
6537,1839,Willow Boots of Shadow Wrath,https://classic.wowhead.com/item=6537
6573,593,Defender Boots of the Monkey,https://classic.wowhead.com/item=6573
14262,1888,Bloodwoven Mitts of Fiery Wrath,https://classic.wowhead.com/item=14262
2315,,Dark Leather Boots,https://classic.wowhead.com/item=2315
7433,1886,Twilight Gloves of Fiery Wrath,https://classic.wowhead.com/item=7433
15231,1186,Splitting Hatchet of the Bear,https://classic.wowhead.com/item=15231
12014,606,Arctic Ring of the Monkey,https://classic.wowhead.com/item=12014
9776,1550,Bandit Boots of Power,https://classic.wowhead.com/item=9776
10287,154,Greenweave Mantle of Stamina,https://classic.wowhead.com/item=10287
15333,503,Wrangler's Cloak of the Wolf,https://classic.wowhead.com/item=15333
14772,,Ravager's Handwraps,https://classic.wowhead.com/item=14772
15493,674,Bloodspattered Loincloth of the Tiger,https://classic.wowhead.com/item=15493
2819,1878,Cross Dagger of Fiery Wrath,https://classic.wowhead.com/item=2819
15935,766,Durable Rod of the Owl,https://classic.wowhead.com/item=15935
6565,1016,Shimmering Gloves of the Whale,https://classic.wowhead.com/item=6565
4793,,Sylvan Cloak,https://classic.wowhead.com/item=4793
2264,,Mantle of Thieves,https://classic.wowhead.com/item=2264
4498,,Brown Leather Satchel,https://classic.wowhead.com/item=4498
9853,177,Conjurer's Cinch of Intellect,https://classic.wowhead.com/item=9853
3193,1187,Oak Mallet of the Bear,https://classic.wowhead.com/item=3193
14944,336,Warbringer's Crown of Stamina,https://classic.wowhead.com/item=14944
7367,185,Elder's Mantle of Stamina,https://classic.wowhead.com/item=7367
9763,586,Cadet Leggings of the Monkey,https://classic.wowhead.com/item=9763
12985,,Ring of Defense,https://classic.wowhead.com/item=12985
15494,1180,Bloodspattered Shield of the Bear,https://classic.wowhead.com/item=15494
15528,934,Sentry's Sash of the Gorilla,https://classic.wowhead.com/item=15528
14199,854,Thistlefur Gloves of the Eagle,https://classic.wowhead.com/item=14199
9932,532,Brigade Circlet of the Wolf,https://classic.wowhead.com/item=9932
4575,1995,Medicine Staff of Nature's Wrath,https://classic.wowhead.com/item=4575
6580,596,Defender Tunic of the Monkey,https://classic.wowhead.com/item=6580
16653,,Shredder Operating Manual - Page 9,https://classic.wowhead.com/item=16653
15579,1106,Sparkleshell Cloak of the Boar,https://classic.wowhead.com/item=15579
9756,842,Gypsy Trousers of the Eagle,https://classic.wowhead.com/item=9756
15535,847,Wicked Chain Bracers of the Eagle,https://classic.wowhead.com/item=15535
4039,,Nightsky Cowl,https://classic.wowhead.com/item=4039
9782,596,Bandit Jerkin of the Monkey,https://classic.wowhead.com/item=9782
14584,,Dokebi Hat,https://classic.wowhead.com/item=14584
14119,2030,Aboriginal Loincloth of Healing,https://classic.wowhead.com/item=14119
14562,,Prospector's Chestpiece,https://classic.wowhead.com/item=14562
10287,763,Greenweave Mantle of the Owl,https://classic.wowhead.com/item=10287
6572,1183,Defender Shield of the Bear,https://classic.wowhead.com/item=6572
9862,267,Archer's Trousers of Agility,https://classic.wowhead.com/item=9862
9772,252,Greenweave Leggings of the Falcon,https://classic.wowhead.com/item=9772
15009,228,Primal Leggings of the Wolf,https://classic.wowhead.com/item=15009
12006,589,Meadow Ring of the Monkey,https://classic.wowhead.com/item=12006
15590,1192,Steadfast Bracelets of the Bear,https://classic.wowhead.com/item=15590
15515,1019,Spiked Chain Belt of the Whale,https://classic.wowhead.com/item=15515
3039,,Short Ash Bow,https://classic.wowhead.com/item=3039
15243,1552,Deadly Kris of Power,https://classic.wowhead.com/item=15243
4461,,Raptor Hide,https://classic.wowhead.com/item=4461
15118,1998,Rigid Tunic of Nature's Wrath,https://classic.wowhead.com/item=15118
9832,2035,Scaled Leather Gloves of Healing,https://classic.wowhead.com/item=9832
1737,,Worn Mail Vest,https://classic.wowhead.com/item=1737
9878,1967,Sorcerer Hat of Frozen Wrath,https://classic.wowhead.com/item=9878
6617,1958,Sage's Mantle of Frozen Wrath,https://classic.wowhead.com/item=6617
13464,,Golden Sansam,https://classic.wowhead.com/item=13464
15212,1184,Fighter Broadsword of the Bear,https://classic.wowhead.com/item=15212
1990,947,Ballast Maul of the Gorilla,https://classic.wowhead.com/item=1990
7443,254,Sentinel Gloves of the Falcon,https://classic.wowhead.com/item=7443
15230,1184,Ridge Cleaver of the Bear,https://classic.wowhead.com/item=15230
9803,1803,Superior Bracers of Arcane Wrath,https://classic.wowhead.com/item=9803
6415,,Aurora Robe,https://classic.wowhead.com/item=6415
9264,,Elixir of Shadow Power,https://classic.wowhead.com/item=9264
2623,,Holy Diadem,https://classic.wowhead.com/item=2623
15506,1183,Grunt's AnkleWraps of the Bear,https://classic.wowhead.com/item=15506
15337,857,Wrangler's Wraps of the Eagle,https://classic.wowhead.com/item=15337
9850,855,Conjurer's Mantle of the Eagle,https://classic.wowhead.com/item=9850
9748,28,Simple Robe of Spirit,https://classic.wowhead.com/item=9748
1503,,Warped Leather Boots,https://classic.wowhead.com/item=1503
6562,1014,Shimmering Boots of the Whale,https://classic.wowhead.com/item=6562
15310,1013,Feral Gloves of the Whale,https://classic.wowhead.com/item=15310
13443,,Superior Mana Potion,https://classic.wowhead.com/item=13443
14165,767,Pagan Britches of the Owl,https://classic.wowhead.com/item=14165
15527,680,Sentry's Gloves of the Tiger,https://classic.wowhead.com/item=15527
8196,681,Ebon Scimitar of the Tiger,https://classic.wowhead.com/item=8196
15495,23,Bloodspattered Wristbands of Strength,https://classic.wowhead.com/item=15495
15126,857,Robust Leggings of the Eagle,https://classic.wowhead.com/item=15126
15494,670,Bloodspattered Shield of the Tiger,https://classic.wowhead.com/item=15494
4727,,Chief Brigadier Girdle,https://classic.wowhead.com/item=4727
3196,96,Edged Bastard Sword of Stamina,https://classic.wowhead.com/item=3196
15120,1190,Robust Girdle of the Bear,https://classic.wowhead.com/item=15120
13010,,Dreamsinger Legguards,https://classic.wowhead.com/item=13010
15374,617,Wolf Rider's Leggings of the Monkey,https://classic.wowhead.com/item=15374
6600,848,Dervish Belt of the Eagle,https://classic.wowhead.com/item=6600
15128,183,Robust Tunic of Spirit,https://classic.wowhead.com/item=15128
9818,1192,Fortified Chain of the Bear,https://classic.wowhead.com/item=9818
16648,,Shredder Operating Manual - Page 4,https://classic.wowhead.com/item=16648
15310,928,Feral Gloves of the Gorilla,https://classic.wowhead.com/item=15310
9851,1036,Conjurer's Breeches of the Whale,https://classic.wowhead.com/item=9851
15311,1553,Feral Harness of Power,https://classic.wowhead.com/item=15311
4575,1017,Medicine Staff of the Whale,https://classic.wowhead.com/item=4575
14185,2033,Watcher's Cinch of Healing,https://classic.wowhead.com/item=14185
7727,,Watchman Pauldrons,https://classic.wowhead.com/item=7727
9756,841,Gypsy Trousers of the Eagle,https://classic.wowhead.com/item=9756
14125,762,Ritual Leggings of the Owl,https://classic.wowhead.com/item=14125
8006,,The Ziggler,https://classic.wowhead.com/item=8006
9793,2031,Ivycloth Bracelets of Healing,https://classic.wowhead.com/item=9793
12029,1106,Greenstone Talisman of the Boar,https://classic.wowhead.com/item=12029
14091,1837,Beaded Robe of Shadow Wrath,https://classic.wowhead.com/item=14091
3195,1185,Barbaric Battle Axe of the Bear,https://classic.wowhead.com/item=3195
14122,841,Ritual Bands of the Eagle,https://classic.wowhead.com/item=14122
9833,437,Scaled Leather Leggings of the Falcon,https://classic.wowhead.com/item=9833
15508,842,Grunt's Cape of the Eagle,https://classic.wowhead.com/item=15508
14123,1838,Ritual Cape of Shadow Wrath,https://classic.wowhead.com/item=14123
6336,1549,Infantry Tunic of Power,https://classic.wowhead.com/item=6336
8169,,Thick Hide,https://classic.wowhead.com/item=8169
16655,,Shredder Operating Manual - Page 11,https://classic.wowhead.com/item=16655
7370,2035,Elder's Sash of Healing,https://classic.wowhead.com/item=7370
15305,843,Feral Shoes of the Eagle,https://classic.wowhead.com/item=15305
2819,1183,Cross Dagger of the Bear,https://classic.wowhead.com/item=2819
7409,767,Infiltrator Boots of the Owl,https://classic.wowhead.com/item=7409
9845,1026,Conjurer's Shoes of the Whale,https://classic.wowhead.com/item=9845
14198,765,Thistlefur Cloak of the Owl,https://classic.wowhead.com/item=14198
15116,1018,Rigid Shoulders of the Whale,https://classic.wowhead.com/item=15116
6580,1553,Defender Tunic of Power,https://classic.wowhead.com/item=6580
7075,,Core of Earth,https://classic.wowhead.com/item=7075
3315,,Ceremonial Leather Loincloth,https://classic.wowhead.com/item=3315
15303,231,Grizzly Pants of the Falcon,https://classic.wowhead.com/item=15303
9925,770,Tracker's Wristguards of the Owl,https://classic.wowhead.com/item=9925
15933,1876,Simple Branch of Fiery Wrath,https://classic.wowhead.com/item=15933
3474,24,Gemmed Copper Gauntlets of Strength,https://classic.wowhead.com/item=3474
15541,193,Wicked Chain Legguards of Strength,https://classic.wowhead.com/item=15541
9781,595,Bandit Pants of the Monkey,https://classic.wowhead.com/item=9781
4562,97,Severing Axe of Strength,https://classic.wowhead.com/item=4562
789,670,Stout Battlehammer of the Tiger,https://classic.wowhead.com/item=789
7421,598,Phalanx Gauntlets of the Monkey,https://classic.wowhead.com/item=7421
9896,1191,Jazeraint Bracers of the Bear,https://classic.wowhead.com/item=9896
1081,,Crisp Spider Meat,https://classic.wowhead.com/item=1081
9856,1026,Archer's Boots of the Whale,https://classic.wowhead.com/item=9856
1207,593,Murphstar of the Monkey,https://classic.wowhead.com/item=1207
4320,,Spidersilk Boots,https://classic.wowhead.com/item=4320
15492,585,Bloodspattered Sash of the Monkey,https://classic.wowhead.com/item=15492
6513,,Disciple's Sash,https://classic.wowhead.com/item=6513
14117,757,Aboriginal Gloves of the Owl,https://classic.wowhead.com/item=14117
15311,851,Feral Harness of the Eagle,https://classic.wowhead.com/item=15311
17058,,Fish Oil,https://classic.wowhead.com/item=17058
7441,1206,Sentinel Cap of the Bear,https://classic.wowhead.com/item=7441
2601,,Pattern: Gray Woolen Robe,https://classic.wowhead.com/item=2601
22250,,Herb Pouch,https://classic.wowhead.com/item=22250
14094,839,Beaded Wraps of the Eagle,https://classic.wowhead.com/item=14094
15212,1182,Fighter Broadsword of the Bear,https://classic.wowhead.com/item=15212
6532,,Bright Baubles,https://classic.wowhead.com/item=6532
15268,590,Twin-bladed Axe of the Monkey,https://classic.wowhead.com/item=15268
9786,24,Raider's Cloak of Strength,https://classic.wowhead.com/item=9786
15485,97,War Torn Pants of Strength,https://classic.wowhead.com/item=15485
15117,1553,Rigid Leggings of Power,https://classic.wowhead.com/item=15117
14343,,Small Brilliant Shard,https://classic.wowhead.com/item=14343
6573,128,Defender Boots of Defense,https://classic.wowhead.com/item=6573
3737,,Recipe: Soothing Turtle Bisque,https://classic.wowhead.com/item=3737
9834,769,Scaled Leather Shoulders of the Owl,https://classic.wowhead.com/item=9834
6543,2028,Willow Bracers of Healing,https://classic.wowhead.com/item=6543
3184,2028,Hook Dagger of Healing,https://classic.wowhead.com/item=3184
14165,1024,Pagan Britches of the Whale,https://classic.wowhead.com/item=14165
3055,,Forest Leather Chestpiece,https://classic.wowhead.com/item=3055
9853,856,Conjurer's Cinch of the Eagle,https://classic.wowhead.com/item=9853
15494,1650,Bloodspattered Shield of Blocking,https://classic.wowhead.com/item=15494
14186,1806,Raincaller Mantle of Arcane Wrath,https://classic.wowhead.com/item=14186
7081,,Breath of Wind,https://classic.wowhead.com/item=7081
14164,1013,Pagan Belt of the Whale,https://classic.wowhead.com/item=14164
5973,,Pattern: Barbaric Leggings,https://classic.wowhead.com/item=5973
5766,,Lesser Wizard's Robe,https://classic.wowhead.com/item=5766
15494,671,Bloodspattered Shield of the Tiger,https://classic.wowhead.com/item=15494
7419,847,Phalanx Cloak of the Eagle,https://classic.wowhead.com/item=7419
9924,620,Tracker's Tunic of the Monkey,https://classic.wowhead.com/item=9924
6577,1016,Defender Gauntlets of the Whale,https://classic.wowhead.com/item=6577
3868,,Plans: Frost Tiger Blade,https://classic.wowhead.com/item=3868
4623,,Lesser Stoneshield Potion,https://classic.wowhead.com/item=4623
14161,28,Pagan Cape of Spirit,https://classic.wowhead.com/item=14161
7448,600,Sentinel Girdle of the Monkey,https://classic.wowhead.com/item=7448
12019,2072,Cerulean Talisman of Concentration,https://classic.wowhead.com/item=12019
11975,1413,Topaz Ring of Fire Resistance,https://classic.wowhead.com/item=11975
15009,1009,Primal Leggings of the Whale,https://classic.wowhead.com/item=15009
6601,937,Dervish Boots of the Gorilla,https://classic.wowhead.com/item=6601
5503,,Clam Meat,https://classic.wowhead.com/item=5503
11965,1495,Quartz Ring of Nature Resistance,https://classic.wowhead.com/item=11965
11223,,Formula: Enchant Bracer - Deflection,https://classic.wowhead.com/item=11223
15121,184,Robust Boots of Stamina,https://classic.wowhead.com/item=15121
6536,763,Willow Vest of the Owl,https://classic.wowhead.com/item=6536
